scholarship_name,provider,field,state,Gender,Community,Religion,Education Qualification,Income,Annual-Percentage,amount,deadline,apply_link,eligible
Backward Class Merit Award 2509,NGO Foundation,Management,Jharkhand,Female,SC,Hindu,Postgraduate,Upto 2.5L,80-90,"Rs 75,000/year",12/28,https://scholarships.gov.in,1
Rural Student Scholarship 2510,Zilla Parishad,Medical,Bihar,Male,All,Sikh,Class 12,Upto 2.5L,90-100,"Rs 50,000/year",9/28,https://scholarships.gov.in,1
First Generation Learner Award 2511,Trust Fund,Law,Karnataka,Female,General,Jain,Diploma,Upto 3.5L,80-90,"Rs 35,000/year",10/28,https://scholarships.gov.in,1
Backward Class Merit Award 2512,Zilla Parishad,Biotechnology,West Bengal,Male,Minority,Christian,PhD,Upto 2.5L,70-80,"Rs 75,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 2513,State Education Board,Arts/Commerce,Manipur,All,Minority,All,Class 12,Upto 2.5L,Above 75,"Rs 2,500/year",12/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 2514,State Education Board,Education,Arunachal Pradesh,Female,SC,All,Diploma,Upto 3.5L,90-100,"Rs 6,000/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 2515,Zilla Parishad,Engineering,Uttarakhand,Male,SC,Hindu,Postgraduate,No Limit,Above 75,"Rs 1,000/year",12/29,https://scholarships.gov.in,1
Rural Student Scholarship 2516,District Collector Office,Journalism,Uttar Pradesh,Male,ST,All,Diploma,No Limit,70-80,"Rs 6,000/year",11/29,https://scholarships.gov.in,1
District Topper Scholarship 2517,District Collector Office,Management,Bihar,All,ST,Sikh,PhD,Upto 3.5L,Above 75,"Rs 8,000/year",10/29,https://scholarships.gov.in,1
District Topper Scholarship 2518,District Collector Office,Law,Bihar,Male,EWS,All,Diploma,Upto 3.5L,60-70,"Rs 12,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 2519,Zilla Parishad,Arts/Commerce,Gujarat,Female,All,Muslim,Diploma,Upto 2.5L,60-70,"Rs 40,000/year",12/29,https://scholarships.gov.in,1
BPL Student Aid 2520,Trust Fund,Medical,Jharkhand,All,Minority,Sikh,Postgraduate,Upto 2.5L,Above 60,"Rs 12,000/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 2521,District Collector Office,Education,Sikkim,All,Minority,Jain,Diploma,No Limit,Above 75,"Rs 1,500/year",9/31,https://scholarships.gov.in,1
Best Student Award Scholarship 2522,State Education Board,All,Haryana,All,EWS,All,Undergraduate,Upto 3.5L,90-100,"Rs 25,000/year",12/31,https://scholarships.gov.in,1
Rural Student Scholarship 2523,District Collector Office,Journalism,Karnataka,Male,ST,Jain,Class 12,Upto 3.5L,Above 75,"Rs 3,000/year",12/31,https://scholarships.gov.in,1
Women in STEM Scholarship 2524,NGO Foundation,Biotechnology,Tamil Nadu,Female,ST,Hindu,Class 10,Upto 5L,Above 60,"Rs 12,000/year",11/31,https://scholarships.gov.in,1
Best Student Award Scholarship 2525,Zilla Parishad,Engineering,Rajasthan,Male,EWS,Sikh,Postgraduate,No Limit,50-60,"Rs 2,000/year",12/31,https://scholarships.gov.in,1
Academic Excellence Grant 2526,Trust Fund,Education,Mizoram,Male,General,Muslim,Diploma,Upto 2.5L,80-90,"Rs 5,000/year",12/30,https://scholarships.gov.in,1
District Topper Scholarship 2527,State Education Board,Architecture,Nagaland,Female,General,Jain,Class 10,Upto 1L,50-60,"Rs 20,000/year",9/31,https://scholarships.gov.in,1
Rural Student Scholarship 2528,Zilla Parishad,Engineering,Mizoram,All,SC,Muslim,Undergraduate,Upto 3.5L,90-100,"Rs 6,000/year",12/28,https://scholarships.gov.in,1
Best Student Award Scholarship 2529,Zilla Parishad,Science,Maharashtra,Female,SC,Jain,Postgraduate,Upto 2.5L,90-100,"Rs 5,000/year",10/30,https://scholarships.gov.in,1
BPL Student Aid 2530,Trust Fund,Medical,Kerala,Male,Minority,All,Class 10,Upto 5L,Above 75,"Rs 1,500/year",11/29,https://scholarships.gov.in,1
Academic Excellence Grant 2531,State Education Board,Architecture,Kerala,Male,SC,Hindu,Undergraduate,Upto 5L,60-70,"Rs 18,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 2532,Zilla Parishad,Management,Karnataka,Male,OBC,Muslim,PhD,Upto 5L,50-60,"Rs 18,000/year",12/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2533,District Collector Office,All,Meghalaya,Male,EWS,Buddhist,Postgraduate,Upto 1L,50-60,"Rs 30,000/year",10/28,https://scholarships.gov.in,1
Single Parent Child Scholarship 2534,NGO Foundation,Education,Nagaland,Female,OBC,Hindu,Class 10,Upto 2.5L,80-90,"Rs 8,000/year",10/28,https://scholarships.gov.in,1
First Generation Learner Award 2535,Zilla Parishad,Arts/Commerce,Odisha,Female,SC,Buddhist,Postgraduate,Upto 5L,60-70,"Rs 15,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2536,NGO Foundation,Law,Tripura,Male,SC,Christian,Class 12,Upto 2.5L,80-90,"Rs 30,000/year",9/31,https://scholarships.gov.in,1
First Generation Learner Award 2537,State Education Board,Management,Arunachal Pradesh,All,General,Buddhist,PhD,No Limit,Above 60,"Rs 10,000/year",9/31,https://scholarships.gov.in,1
District Topper Scholarship 2538,District Collector Office,Management,Gujarat,Female,All,Hindu,Class 10,No Limit,80-90,"Rs 3,000/year",11/31,https://scholarships.gov.in,1
First Generation Learner Award 2539,Trust Fund,Law,Jammu & Kashmir,All,SC,Muslim,PhD,Upto 5L,Above 75,"Rs 40,000/year",11/28,https://scholarships.gov.in,1
Best Student Award Scholarship 2540,Zilla Parishad,Engineering,Uttarakhand,All,All,Buddhist,Postgraduate,Upto 5L,70-80,"Rs 2,000/year",12/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 2541,Zilla Parishad,Medical,Nagaland,Female,All,Christian,Postgraduate,Upto 1L,Above 60,"Rs 25,000/year",12/29,https://scholarships.gov.in,1
Single Parent Child Scholarship 2542,NGO Foundation,Science,West Bengal,All,Minority,Hindu,Undergraduate,Upto 3.5L,Above 60,"Rs 1,500/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2543,NGO Foundation,Law,Assam,All,Minority,Buddhist,Undergraduate,Upto 2.5L,60-70,"Rs 25,000/year",12/28,https://scholarships.gov.in,1
First Generation Learner Award 2544,Trust Fund,Engineering,Punjab,Male,SC,All,Class 10,Upto 5L,90-100,"Rs 3,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 2545,State Education Board,Journalism,Bihar,Male,OBC,All,PhD,No Limit,80-90,"Rs 75,000/year",9/31,https://scholarships.gov.in,1
BPL Student Aid 2546,State Education Board,Agriculture,Haryana,Male,General,Christian,Postgraduate,No Limit,Above 60,"Rs 15,000/year",9/28,https://scholarships.gov.in,1
BPL Student Aid 2547,State Education Board,All,Madhya Pradesh,All,OBC,Hindu,Class 10,Upto 3.5L,Above 75,"Rs 40,000/year",9/29,https://scholarships.gov.in,1
Women in STEM Scholarship 2548,State Education Board,Computer Science,Nagaland,All,Minority,All,Diploma,Upto 3.5L,60-70,"Rs 3,000/year",11/29,https://scholarships.gov.in,1
Backward Class Merit Award 2549,District Collector Office,Engineering,Bihar,All,Minority,Muslim,Class 10,Upto 1L,90-100,"Rs 1,500/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2550,State Education Board,Pharmacy,Mizoram,Male,All,Hindu,Class 10,Upto 2.5L,60-70,"Rs 3,000/year",10/30,https://scholarships.gov.in,1
BPL Student Aid 2551,Zilla Parishad,Medical,Tamil Nadu,Female,Minority,Christian,Class 10,Upto 1L,Above 75,"Rs 2,500/year",12/31,https://scholarships.gov.in,1
District Topper Scholarship 2552,Trust Fund,Design,Meghalaya,All,All,Christian,Class 10,Upto 3.5L,90-100,"Rs 2,500/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 2553,State Education Board,Biotechnology,Chhattisgarh,Female,EWS,Sikh,Class 12,Upto 2.5L,50-60,"Rs 8,000/year",11/29,https://scholarships.gov.in,1
First Generation Learner Award 2554,Zilla Parishad,Science,Jammu & Kashmir,Female,All,Muslim,Undergraduate,Upto 1L,80-90,"Rs 75,000/year",11/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 2555,Zilla Parishad,Science,Chhattisgarh,Male,SC,Sikh,Class 10,Upto 1L,Above 60,"Rs 30,000/year",9/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 2556,Trust Fund,Education,Arunachal Pradesh,Female,General,All,Class 12,Upto 8L,90-100,"Rs 5,000/year",12/29,https://scholarships.gov.in,1
Rural Student Scholarship 2557,State Education Board,Education,Tripura,Male,EWS,Jain,Class 12,Upto 1L,80-90,"Rs 5,000/year",9/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 2558,NGO Foundation,Computer Science,Haryana,All,ST,Christian,Postgraduate,Upto 5L,Above 75,"Rs 40,000/year",12/29,https://scholarships.gov.in,1
Academic Excellence Grant 2559,District Collector Office,Architecture,Gujarat,Male,SC,All,Class 10,No Limit,60-70,"Rs 50,000/year",11/31,https://scholarships.gov.in,1
Backward Class Merit Award 2560,NGO Foundation,All,Maharashtra,All,All,Buddhist,Diploma,No Limit,50-60,"Rs 10,000/year",9/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2561,District Collector Office,Pharmacy,Odisha,Male,OBC,Sikh,Undergraduate,Upto 5L,50-60,"Rs 18,000/year",10/30,https://scholarships.gov.in,1
District Topper Scholarship 2562,NGO Foundation,Architecture,Meghalaya,Female,General,Buddhist,Postgraduate,No Limit,90-100,"Rs 60,000/year",9/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2563,State Education Board,Science,Arunachal Pradesh,Male,Minority,Sikh,PhD,Upto 5L,80-90,"Rs 50,000/year",10/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 2564,Trust Fund,Pharmacy,Jammu & Kashmir,All,SC,Hindu,Diploma,No Limit,90-100,"Rs 15,000/year",12/28,https://scholarships.gov.in,1
BPL Student Aid 2565,Zilla Parishad,Pharmacy,Haryana,Male,OBC,Hindu,Class 10,Upto 2.5L,Above 60,"Rs 40,000/year",10/29,https://scholarships.gov.in,1
First Generation Learner Award 2566,Zilla Parishad,Medical,Sikkim,Male,Minority,Muslim,PhD,Upto 2.5L,Above 60,"Rs 12,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 2567,NGO Foundation,Education,Uttarakhand,Male,Minority,Buddhist,Undergraduate,Upto 3.5L,Above 60,"Rs 40,000/year",10/30,https://scholarships.gov.in,1
District Topper Scholarship 2568,State Education Board,Science,Odisha,Female,SC,Buddhist,Diploma,Upto 8L,90-100,"Rs 10,000/year",11/30,https://scholarships.gov.in,1
Academic Excellence Grant 2569,State Education Board,Law,Meghalaya,Female,General,Muslim,Postgraduate,Upto 5L,60-70,"Rs 5,000/year",11/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 2570,Zilla Parishad,Journalism,Jammu & Kashmir,All,General,Jain,Diploma,Upto 2.5L,Above 75,"Rs 75,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2571,NGO Foundation,Management,Meghalaya,Female,Minority,Christian,PhD,Upto 3.5L,90-100,"Rs 40,000/year",11/29,https://scholarships.gov.in,1
BPL Student Aid 2572,Trust Fund,Arts/Commerce,Goa,Female,General,Jain,PhD,No Limit,Above 75,"Rs 10,000/year",9/30,https://scholarships.gov.in,1
First Generation Learner Award 2573,NGO Foundation,Architecture,Jharkhand,All,General,Muslim,Class 10,No Limit,Above 75,"Rs 18,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 2574,District Collector Office,Medical,Delhi,All,EWS,Jain,Diploma,Upto 2.5L,Above 75,"Rs 2,000/year",10/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2575,Zilla Parishad,Management,Karnataka,Female,EWS,Christian,Class 12,Upto 5L,50-60,"Rs 3,000/year",12/30,https://scholarships.gov.in,1
District Topper Scholarship 2576,Trust Fund,Medical,Manipur,Male,SC,Christian,Class 10,Upto 8L,70-80,"Rs 5,000/year",10/31,https://scholarships.gov.in,1
Backward Class Merit Award 2577,NGO Foundation,Engineering,Odisha,Male,ST,Hindu,PhD,Upto 8L,50-60,"Rs 3,000/year",10/31,https://scholarships.gov.in,1
First Generation Learner Award 2578,District Collector Office,Architecture,Gujarat,All,Minority,Buddhist,Class 10,No Limit,50-60,"Rs 1,500/year",10/31,https://scholarships.gov.in,1
Academic Excellence Grant 2579,Trust Fund,Science,Telangana,Male,EWS,Jain,Postgraduate,Upto 5L,Above 75,"Rs 10,000/year",9/29,https://scholarships.gov.in,1
Backward Class Merit Award 2580,Trust Fund,Design,Uttarakhand,Male,Minority,Buddhist,Undergraduate,Upto 5L,50-60,"Rs 6,000/year",11/29,https://scholarships.gov.in,1
Best Student Award Scholarship 2581,Zilla Parishad,Agriculture,Kerala,All,OBC,All,Class 12,Upto 5L,Above 75,"Rs 75,000/year",10/28,https://scholarships.gov.in,1
Academic Excellence Grant 2582,District Collector Office,Medical,Uttarakhand,Female,ST,Christian,PhD,Upto 5L,70-80,"Rs 12,000/year",12/31,https://scholarships.gov.in,1
Best Student Award Scholarship 2583,Trust Fund,Arts/Commerce,Odisha,Female,All,Hindu,PhD,No Limit,Above 75,"Rs 2,500/year",12/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2584,Trust Fund,Law,Haryana,Female,SC,All,Postgraduate,Upto 5L,90-100,"Rs 18,000/year",9/30,https://scholarships.gov.in,1
BPL Student Aid 2585,State Education Board,Management,Assam,All,EWS,Hindu,Class 12,No Limit,80-90,"Rs 3,000/year",9/29,https://scholarships.gov.in,1
Academic Excellence Grant 2586,Zilla Parishad,Design,West Bengal,Male,EWS,Buddhist,Diploma,Upto 3.5L,Above 75,"Rs 6,000/year",10/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2587,District Collector Office,Computer Science,Uttarakhand,All,EWS,Hindu,Diploma,No Limit,Above 75,"Rs 12,000/year",12/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2588,Zilla Parishad,Medical,Jharkhand,All,OBC,Buddhist,Class 10,No Limit,50-60,"Rs 40,000/year",11/31,https://scholarships.gov.in,1
First Generation Learner Award 2589,Zilla Parishad,Arts/Commerce,Telangana,Female,General,Buddhist,Diploma,Upto 1L,90-100,"Rs 18,000/year",10/30,https://scholarships.gov.in,1
Academic Excellence Grant 2590,Trust Fund,All,Madhya Pradesh,Male,All,Jain,Diploma,Upto 8L,Above 75,"Rs 2,500/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 2591,Zilla Parishad,Journalism,Assam,Male,General,Sikh,Postgraduate,Upto 8L,60-70,"Rs 75,000/year",10/28,https://scholarships.gov.in,1
BPL Student Aid 2592,NGO Foundation,Agriculture,Manipur,Female,Minority,All,Class 10,Upto 2.5L,Above 60,"Rs 2,500/year",12/29,https://scholarships.gov.in,1
Rural Student Scholarship 2593,State Education Board,Architecture,Odisha,Female,EWS,Jain,Diploma,Upto 5L,90-100,"Rs 1,000/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2594,District Collector Office,Computer Science,Odisha,Male,OBC,Christian,Postgraduate,No Limit,50-60,"Rs 30,000/year",9/31,https://scholarships.gov.in,1
BPL Student Aid 2595,Trust Fund,Science,Tamil Nadu,Male,OBC,Muslim,Class 12,Upto 3.5L,60-70,"Rs 60,000/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2596,District Collector Office,All,Rajasthan,All,OBC,Muslim,Undergraduate,Upto 3.5L,Above 60,"Rs 5,000/year",11/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2597,Zilla Parishad,Biotechnology,West Bengal,All,ST,Muslim,Postgraduate,Upto 1L,80-90,"Rs 40,000/year",10/30,https://scholarships.gov.in,1
First Generation Learner Award 2598,Trust Fund,Management,Tamil Nadu,All,ST,Buddhist,Class 10,Upto 3.5L,70-80,"Rs 35,000/year",11/31,https://scholarships.gov.in,1
Single Parent Child Scholarship 2599,State Education Board,Design,Uttar Pradesh,Female,All,Jain,Class 10,Upto 5L,Above 60,"Rs 18,000/year",12/30,https://scholarships.gov.in,1
First Generation Learner Award 2600,Trust Fund,Computer Science,Tripura,Female,SC,All,Undergraduate,Upto 8L,70-80,"Rs 40,000/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 2601,Trust Fund,Journalism,Delhi,All,EWS,All,Class 12,Upto 1L,50-60,"Rs 10,000/year",9/31,https://scholarships.gov.in,1
BPL Student Aid 2602,State Education Board,Agriculture,Maharashtra,Female,All,Buddhist,Postgraduate,Upto 8L,90-100,"Rs 40,000/year",10/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2603,State Education Board,Education,Delhi,Female,EWS,Buddhist,Class 10,Upto 2.5L,80-90,"Rs 5,000/year",10/29,https://scholarships.gov.in,1
BPL Student Aid 2604,District Collector Office,Medical,Punjab,Female,EWS,All,PhD,Upto 2.5L,70-80,"Rs 40,000/year",10/30,https://scholarships.gov.in,1
Women in STEM Scholarship 2605,District Collector Office,Education,Meghalaya,Male,OBC,Hindu,Class 12,Upto 5L,70-80,"Rs 1,000/year",11/30,https://scholarships.gov.in,1
District Topper Scholarship 2606,Trust Fund,Biotechnology,Sikkim,All,OBC,Buddhist,Postgraduate,Upto 5L,Above 60,"Rs 5,000/year",11/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 2607,Zilla Parishad,Education,Gujarat,All,ST,Christian,Class 12,Upto 3.5L,50-60,"Rs 1,500/year",11/28,https://scholarships.gov.in,1
Rural Student Scholarship 2608,District Collector Office,Medical,Tripura,All,Minority,Hindu,Diploma,Upto 5L,60-70,"Rs 1,500/year",10/30,https://scholarships.gov.in,1
Academic Excellence Grant 2609,Trust Fund,Management,Kerala,All,EWS,Jain,Undergraduate,No Limit,70-80,"Rs 1,500/year",9/31,https://scholarships.gov.in,1
Sports & Academics Scholarship 2610,Zilla Parishad,Law,Maharashtra,Male,ST,Buddhist,Class 12,Upto 3.5L,80-90,"Rs 25,000/year",12/30,https://scholarships.gov.in,1
Backward Class Merit Award 2611,Trust Fund,Arts/Commerce,Mizoram,Male,OBC,Sikh,Undergraduate,Upto 2.5L,90-100,"Rs 35,000/year",11/30,https://scholarships.gov.in,1
BPL Student Aid 2612,NGO Foundation,Management,Arunachal Pradesh,Male,EWS,Jain,Undergraduate,Upto 3.5L,70-80,"Rs 12,000/year",9/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2613,Zilla Parishad,Biotechnology,Telangana,Male,OBC,All,Class 10,Upto 2.5L,80-90,"Rs 40,000/year",12/28,https://scholarships.gov.in,1
First Generation Learner Award 2614,District Collector Office,Architecture,Himachal Pradesh,Male,ST,Hindu,Diploma,Upto 1L,Above 75,"Rs 20,000/year",10/31,https://scholarships.gov.in,1
District Topper Scholarship 2615,Trust Fund,Journalism,Manipur,All,General,Jain,PhD,No Limit,70-80,"Rs 3,000/year",10/31,https://scholarships.gov.in,1
BPL Student Aid 2616,Zilla Parishad,Law,Uttar Pradesh,All,ST,All,Undergraduate,Upto 3.5L,90-100,"Rs 50,000/year",10/28,https://scholarships.gov.in,1
Women in STEM Scholarship 2617,Zilla Parishad,Science,Punjab,Female,All,Jain,Undergraduate,No Limit,60-70,"Rs 12,000/year",10/30,https://scholarships.gov.in,1
Sports & Academics Scholarship 2618,District Collector Office,Design,West Bengal,All,Minority,Jain,PhD,Upto 2.5L,Above 60,"Rs 8,000/year",12/29,https://scholarships.gov.in,1
Backward Class Merit Award 2619,Zilla Parishad,Computer Science,Jharkhand,All,EWS,Christian,Class 12,Upto 8L,60-70,"Rs 18,000/year",11/30,https://scholarships.gov.in,1
Single Parent Child Scholarship 2620,State Education Board,Design,Manipur,Female,General,Hindu,Diploma,Upto 5L,90-100,"Rs 12,000/year",10/30,https://scholarships.gov.in,1
Rural Student Scholarship 2621,Zilla Parishad,Management,Tamil Nadu,Female,SC,Buddhist,Class 10,No Limit,90-100,"Rs 75,000/year",10/29,https://scholarships.gov.in,1
Sports & Academics Scholarship 2622,State Education Board,Management,Uttar Pradesh,Male,Minority,All,Undergraduate,Upto 1L,90-100,"Rs 3,000/year",10/31,https://scholarships.gov.in,1
Rural Student Scholarship 2623,Trust Fund,Biotechnology,Odisha,Male,ST,Christian,PhD,Upto 5L,Above 60,"Rs 2,500/year",11/31,https://scholarships.gov.in,1
BPL Student Aid 2624,State Education Board,Computer Science,Bihar,All,SC,Muslim,Postgraduate,Upto 1L,50-60,"Rs 35,000/year",11/31,https://scholarships.gov.in,1
Academic Excellence Grant 2625,District Collector Office,Education,West Bengal,Male,EWS,All,Class 12,Upto 1L,90-100,"Rs 2,000/year",12/28,https://scholarships.gov.in,1
Sports & Academics Scholarship 2626,District Collector Office,Design,Uttar Pradesh,Female,General,All,Class 10,Upto 3.5L,80-90,"Rs 10,000/year",11/30,https://scholarships.gov.in,1
Backward Class Merit Award 2627,Trust Fund,Arts/Commerce,Tripura,Male,Minority,Hindu,PhD,Upto 1L,Above 60,"Rs 75,000/year",10/31,https://scholarships.gov.in,1
