college_name,state,stream,ug_fee,pg_fee,rating,academic_score,placement_score,source,city,college_type
Jodhpur National University,Rajasthan,"B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, MBA, B.Pharma, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Information Technology, B.Tech Mechanical Engineering, D.Pharma, Diploma in Civil Engineering, Diploma in Electrical Engineering, Diploma in Electronics and Communication Engineering, Diploma in Mechanical Engineering, M.Tech Power Systems, M.Pharma Quality Assurance, M.Pharma Pharmaceutics, M.Tech Computer Science and Engineering, M.Pharma Clinical Pharmacy, M.Pharma Pharmaceutical Chemistry, M.Pharma Pharmacognosy, M.Pharma Pharmacology, B.Com, B.Ed, B.Lib.I.Sc, B.Pharma and MBA Integrated, B.Sc Biotechnology, B.Sc Computer Science, B.Sc Information Technology, B.Sc Medical Lab Technology, B.Sc-Chemistry, Botany and Zoology, B.Sc-Physics, Chemistry and Biotechnology, B.Sc-Physics, Chemistry and Mathematics, B.Tech and MBA Integrated, BA, BA LLB Hons, BBA, BBA and MBA Integrated, BCA, BCA and MBA Integrated, BCA and MCA Integrated, BJMC, DCA, LLM, M.Com, M.Lib.I.Sc, M.Phil Civil Engineering, M.Phil Computer Science and Engineering, M.Phil Electrical Engineering, M.Phil Electronics and Communication Engineering, M.Phil Information Technology, M.Phil Management, M.Phil Mechanical Engineering, M.Sc Biochemistry, M.Sc Botany, M.Sc Chemistry, M.Sc Computer Science, M.Sc Food and Nutrition, M.Sc Information Technology, M.Sc Mathematics, M.Sc Physics, M.Sc Zoology, M.Tech Digital Communication, M.Tech Environmental Engineering, M.Tech Geotechnical Engineering, M.Tech Instrumentation and Control Engineering, M.Tech Production Engineering, M.Tech Structural Engineering, M.Tech Thermal Engineering, M.Tech Transportation Engineering, MA Drawing and Painting, MA Economics, MA Education, MA English, MA Geography, MA Hindi, MA History, MA Home Science, MA Mathematics, MA Philosophy, MA Political Science, MA Psychology, MA Public Administration, MA Public Health, MA Sanskrit, MA Sociology, MA Urdu, MA Yoga and Naturopathy, MCA, MJMC, PGDCA, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Electrical Engineering, Ph.D Electronics and Communication Engineering, Ph.D Information Technology, Ph.D Management, Ph.D Mechanical Engineering",134524.3902,,,,,engineering_india,Jodhpur,Private
Kcg College Of Technology,Tamil Nadu,"BE Computer Science and Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, B.Tech Fashion Technology, B.Tech Information Technology, BE Aeronautical Engineering, BE Aerospace Engineering, BE Automobile Engineering, BE Civil Engineering, BE Electronics and Instrumentation Engineering, BE Mechatronics Engineering, ME Communication Systems, ME Computer Science and Engineering, ME Manufacturing Engineering, ME Power Electronics and Drives, Ph.D Computer Science and Engineering, Ph.D Computer Science and Engineering Part Time, Ph.D Electronics and Communication Engineering, Ph.D Electronics and Communication Engineering Part Time, Ph.D Electronics and Instrumentation Engineering, Ph.D Electronics and Instrumentation Engineering Part Time, Ph.D Mechanical Engineering, Ph.D Mechanical Engineering Part Time",220000,,,,,engineering_india,Chennai,Private
Jspm Narhe Technical Campus,Maharashtra,"BE Civil Engineering, BE Mechanical Engineering, BE Mechanical Engineering II Shift, MBA, BE Computer Engineering, BE Electronics and Telecommunication Engineering, MCA, ME Computer Engineering, ME Design Engineering, ME VLSI and Embedded Systems, BE Mechanical Engineering Lateral Entry, ME Computer Engineering II Shift, ME Heat and Power Engineering II Shift",254818.1818,,,,,engineering_india,Pune,Private
Alva'S Institute Of Engineering And Technology,Karnataka,"BE Civil Engineering, BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, MBA, BE Information Science and Engineering, BE Mechanical Engineering II Shift",240571.4286,,,,,engineering_india,Mangalore,Private
Dr Dy Patil Institute Of Engineering Management And Research,Maharashtra,"BE Civil Engineering, BE Computer Engineering, BE Mechanical Engineering, BE Chemical Engineering, BE Electronics and Telecommunication Engineering, BE Mechanical Engineering II Shift",307000,,,,,engineering_india,Pimpri-Chinchwad,Private
Bhagat Phool Singh Mahila Vishwavidyalaya,Haryana,"BA, BA, BA LLB, BBA LLB, B.Ed, B.Ed, B.Com Hons, B.Pharma, B.Tech and MBA Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics Communication and Engineering, B.Tech Fashion Technology, BAMS, BAMS, BBA, M.Com, MBA, B.P.Ed, B.Sc Home Science, B.Sc Home Science, D.Ed, D.Ed, M.Ed, MA English Integrated, D.Pharma, Diploma in Architecture Engineering, Diploma in Library and Information Science, Diploma in Office Management and Computer Applications, MA Economics Integrated, MA History and Archaeology, MA Political Science, MA Social Work, B.Sc Computer Science, B.Sc Computer Science, B.Sc Medical, B.Sc Medical, B.Sc Non Medical, B.Sc Non Medical, B.Tech Information Technology, BHM, Diploma in Medical Lab Technicians, LLM, M.P.Ed, M.Sc Mathematics, MA Economics, MA Education, MA Education, MA English, MBA Lateral Entry, M.Ed, M.Sc Home Science, M.Sc Home Science in Food and Nutrition, M.Tech Computer Science and Engineering, M.Tech Electronics and Communication Engineering, M.Tech Fashion Technology, M.Tech Network Security, M.Tech Information Communication Technology, M.Phil Education, MHM, PG Diploma in Cyber Laws, PG Diploma in Human Rights, PG Diploma in Insurance Laws, B.Pharma Lateral Entry, M.Phil English, PG Diploma in French, PG Diploma in German, PG Diploma in Russian, Ph.D Law, Ph.D Education, Ph.D Food and Nutrition, M.Phil Commerce",66230,,,,,engineering_india,Khanpur Kalan,Public/Government
Sagar Institute Of Science,Madhya Pradesh,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, M.Tech Computer Science and Engineering, M.Tech Construction Technology and Management",178666.6667,,,,,engineering_india,Bhopal,Private
Marathwada Mitra Mandal'S College Of Engineering,Maharashtra,"BE Computer Engineering, BE Electronics and Telecommunication Engineering, BE Mechanical Engineering, BE Electrical Engineering, BE Information Technology, BE Mechanical Engineering II Shift, MBA, ME Computer Engineering",283285.7143,,,,,engineering_india,Pune,Private
City Engineering College,Karnataka,"BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Civil Engineering, BE Mechanical Engineering, ME Computer Science and Engineering, BE Information Science and Engineering",147200,,,,,engineering_india,Bengaluru,Private
Government Sri Krishnarajendra Silver Jubilee Technological Institute,Karnataka,"BE Civil Engineering, BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Textile Technology, BE Silk Technology, BE Textile Technology II Shift, M.Tech Textile Technology, M.Tech Highway Technology, M.Tech Structure Engineering, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science and Engineering, Ph.D Electronics and Communication Engineering, Ph.D Textile Technology",67737.14286,,,,,engineering_india,Bengaluru,Public/Government
Mahaveer Institute Of Science And Technology,Telangana,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, Diploma in Electrical and Electronics Engineering II Shift, Diploma in Electronics and Communication Engineering II Shift, Diploma in Mechanical Engineering II Shift, B.Tech Aeronautical Engineering, B.Tech Civil Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Information Technology, Diploma in Civil Engineering II Shift, Diploma in Computer Science and Engineering II Shift, MBA, M.Tech Advanced Manufacturing Systems, M.Tech Computer Science and Engineering, M.Tech Digital Electronics and Communication Systems, M.Tech Power Engineering and Energy Systems, M.Tech VLSI",158416.6667,,,,,engineering_india,Hyderabad,Private
College Of Engineering And Technology,Uttar Pradesh,"B.Tech Biotechnology Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering, MBA, B.Tech Automobile Engineering, B.Tech Civil Engineering, M.Tech Biotechnology, M.Tech Computer Science and Engineering, M.Tech CAD CAM, M.Tech Electrical and Electronics Engineering, BBA and MBA",350500,,,,,engineering_india,Greater Noida,Private
Adichunchanagiri Institute Of Technology,Karnataka,"BE Civil Engineering, BE Computer Science and Engineering, BE Electronics and Communication Engineering, BE Mechanical Engineering, BE Electrical and Electronics Engineering, BE Information Science and Engineering, MBA, M.Tech Power Systems Engineering, M.Tech Structural Engineering, M.Tech Computer Science and Engineering, M.Tech Digital Electronics and Communication Systems, M.Tech Machine Design, M.Tech Thermal Power Engineering, M.Sc Engineering by Research Chemistry, M.Sc Engineering by Research Civil Engineering, M.Sc Engineering by Research Computer Science and Engineering, M.Sc Engineering by Research Electrical and Electronics Engineering, M.Sc Engineering by Research Electronics and Communication Engineering, M.Sc Engineering by Research Mathematics, M.Sc Engineering by Research Mechanical Engineering, M.Sc Engineering by Research Physics, Ph.D Chemistry, Ph.D Civil Engineering, Ph.D Computer Science Engineering, Ph.D Electrical and Electronics Engineering, Ph.D Electronics and Communication Engineering, Ph.D Mathematics, Ph.D Mechanical Engineering, Ph.D Physics",179500,,,,,engineering_india,Chikmagalur Rural,Private
Indian Maritime University,Kerala,"B.Sc Nautical Science, BBA Logistics Retailing and E Commerce, MBA International Transportation and Logistics Management, MBA Port and Shipping Management, B.Sc Ship Building and Repair",443750,,,,,engineering_india,Kochi,Public/Government
Jawaharlal Nehru Architecture And Fine Arts University School Of Planning And Architecture,Telangana,"B.Arch, B.Des Interior Design, B.Tech Digital Techniques for Design and Planning, B.Tech Facilities and Service Planning, B.Arch SSS, B.Tech Planning, M.Tech Planning, M.Arch Environmental Design, M.Arch Interior Design, PG Diploma in Interior Design, Ph.D Architecture, Ph.D Architecture Part Time, Ph.D Building Construction Management, Ph.D Building Construction Management Part Time, Ph.D Environmental Design, Ph.D Environmental Design Part Time, Ph.D Housing and Habitat Studies, Ph.D Housing and Habitat Studies Part Time, Ph.D Interior Design, Ph.D Interior Design Part Time, Ph.D Urban Planning, Ph.D Urban Planning Part Time",143571.4286,,,,,engineering_india,Hyderabad,Public/Government
Lbs College Of Engineering,Kerala,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical and Electronics Engineering, B.Tech Information Technology, M.Tech Computer Science and Information Security, M.Tech Power Systems and Power Electronics, M.Tech Structural Engineering, M.Tech Thermal and Fluid Engineering, M.Tech VLSI Design and Signal Processing, B.Tech Computer Science and Engineering Lateral Entry, B.Tech Electronics and Communication Engineering Lateral Entry, B.Tech Mechanical Engineering Lateral Entry, B.Tech Civil Engineering Lateral Entry, B.Tech Electrical and Electronics Engineering Lateral Entry, B.Tech Information Technology Lateral Entry",151800,,,,,engineering_india,Bovikanam,Public/Government
Rr Institute Of Technology,Karnataka,"BE Civil Engineering, BE Mechanical Engineering, BE Computer Science Engineering, BE Electrical and Electronics Engineering, BE Electronics and Communication Engineering, BE Information Science Engineering, M.Tech Digital Electronics and Communication Engineering, M.Tech Computer Science and Engineering",200000,,,,,engineering_india,Bengaluru,Private
Sandip Institute Of Engineering And Management,Maharashtra,"BE Civil Engineering, BE Electrical Engineering, BE Mechanical Engineering, BE Civil Engineering Lateral Entry, BE Computer Engineering, BE Electronics and Telecommunication Engineering, BE Mechanical Engineering Lateral Entry",289714.2857,,,,,engineering_india,Nashik,Private
Samrat Ashok Technological Institute,Madhya Pradesh,"B.Tech Computer Science Engineering, B.Tech Electronics and Instrumentation Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Petrochemical Engineering, BE Biomedical Engineering, MBA, MCA, M.Sc Applied Chemistry, M.Sc Applied Mathematics with Specialization in Computer Science, M.Sc Applied Physics with Specialization in Electronics and Semiconductor, M.Sc Computer Science, M.Tech Artificial Intelligence, M.Tech Computer Science and Engineering, M.Tech Cyber Security, M.Tech Digital Communication, M.Tech Thermal Engineering, ME Advanced Production Systems, ME Construction Technology and Management, ME Electrical Machines and Drives, ME Environmental Engineering, ME Power Electronics, ME Transportation Engineering, B.Tech Civil Engineering Lateral Entry, B.Tech Computer Science Engineering Lateral Entry, B.Tech Electrical Engineering Lateral Entry, B.Tech Electronics and Communication Engineering Lateral Entry, B.Tech Electronics and Instrumentation Engineering Lateral Entry, B.Tech Mechanical Engineering Lateral Entry, B.Tech Petrochemical Engineering Lateral Entry, BE Biomedical Engineering Lateral Entry, MCA Lateral Entry, Ph.D Civil Engineering, Ph.D Civil Engineering Part Time, Ph.D Computer Science and Engineering, Ph.D Computer Science and Engineering Part Time, Ph.D Electrical Engineering, Ph.D Electrical Engineering Part Time, Ph.D Information Technology, Ph.D Information Technology Part Time, Ph.D Mechanical Engineering, Ph.D Mechanical Engineering Part Time, B.Tech Information Technology Lateral Entry",170297.1429,,,,,engineering_india,Vidisha,Private
Rajiv Gandhi College Of Engineering And Research,Maharashtra,"BE Computer Science and Engineering, BE Civil Engineering, BE Electrical Engineering, BE Information Technology, BE Mechanical Engineering, M.Tech Computer Science and Engineering, BE Civil Engineering Lateral Entry, BE Computer Science and Engineering Lateral Entry, BE Electrical Engineering Lateral Entry, BE Electronics and Telecommunication Engineering, BE Electronics and Telecommunication Engineering Lateral Entry, BE Information Technology Lateral Entry, BE Mechanical Engineering Lateral Entry",364846.1538,,,,,engineering_india,Nagpur,Private
