job_title,education_level,years_experience,salary,country,company,location,job_roles
Backend Engineer,,,400000.0,,Parkzap Labs,New Delhi,
Backend Engineer,,,500000.0,,Hans Matrimony,New Delhi,
Backend Engineer - Intern,,,84000.0,,Data Peace,New Delhi,
Backend Engineer,,,2100000.0,,Ontic,New Delhi,
Backend Engineer,,,900000.0,,Visit Health,New Delhi,
Backend Engineer,,,324000.0,,@1800,New Delhi,
Backend Engineer,,,200000.0,,Level AI,New Delhi,
Backend Engineer,,,200000.0,,CommerceUp,New Delhi,
Backend Engineer,,,500000.0,,McCoy Mart,New Delhi,
Database Engineer,,,500000.0,,Xylem Inc.,Bangalore,
Database Engineer,,,1400000.0,,Amelia,Bangalore,
Database Engineer,,,600000.0,,Danske IT and Support Services,Bangalore,
Database Engineer,,,2400000.0,,Intuit,Bangalore,
Database Engineer - Contractor,,,900000.0,,Forte Solutions,Bangalore,
Database Engineer,,,1200000.0,,BlogBeats,Bangalore,
Database Administrator,,,400000.0,,NTT DATA,Bangalore,
Database Administrator,,,500000.0,,Microland,Bangalore,
Database Administrator,,,300000.0,,Mindtree,Bangalore,
Database Administrator,,,200000.0,,Kloud9,Bangalore,
Database Administrator Contractor,,,264000.0,,Bharat Electronics,Bangalore,
Database Administrator,,,1000000.0,,IHS Markit,Bangalore,
Database Administrator,,,1020000.0,,Aptean,Bangalore,
Database Administrator,,,200000.0,,Pythian,Bangalore,
Database Administrator,,,100000.0,,FIS,Bangalore,
Database Administrator,,,1000000.0,,ABC,Bangalore,
Database Administrator,,,1100000.0,,Wells Fargo,Bangalore,
Database Administrator,,,1100000.0,,Teradata,Bangalore,
Database Administrator,,,800000.0,,Thermo Fisher Scientific,Bangalore,
Database Administrator,,,500000.0,,Infinite Computer Solutions,Bangalore,
Database Administrator,,,800000.0,,UST,Bangalore,
Database Administrator,,,700000.0,,MH Alshaya,Bangalore,
Database Administrator,,,700000.0,,First American Financial Corporation,Bangalore,
Database Developer,,,600000.0,,Wipro,Bangalore,
Senior Database Administrator,,,1000000.0,,DXC Technology,Bangalore,
Senior Database Administrator,,,500000.0,,Atlas Systems,Bangalore,
Senior Database Administrator,,,1100000.0,,J.P. Morgan,Bangalore,
Senior Database Administrator,,,1500000.0,,Time Inc.,Bangalore,
Senior Database Administrator,,,1200000.0,,Capgemini,Bangalore,
Senior Database Administrator,,,700000.0,,Tech Mahindra,Bangalore,
Senior Database Administrator,,,2000000.0,,Target,Bangalore,
Senior Database Administrator,,,2000000.0,,Cisco Systems,Bangalore,
Senior Database Administrator,,,1200000.0,,Cerner,Bangalore,
Senior Database Administrator,,,504000.0,,Mindtree,Bangalore,
Senior Database Administrator,,,1000000.0,,DeepLogicTech,Bangalore,
Oracle Database Administrator,,,500000.0,,Epsilon,Bangalore,
Oracle Database Administrator,,,100000.0,,NTT DATA,Bangalore,
Oracle Database Administrator,,,400000.0,,Mindtree,Bangalore,
Oracle Database Administrator,,,192000.0,,FOCUS EDUMATICS,Bangalore,
Oracle Database Administrator,,,200000.0,,Datavail,Bangalore,
Oracle Database Administrator,,,500000.0,,News Corp,Bangalore,
Oracle Database Administrator,,,800000.0,,Data Intensity,Bangalore,
Oracle Database Administrator,,,144000.0,,4spl Technologies India,Bangalore,
Oracle Database Administrator,,,600000.0,,HARMAN,Bangalore,
Database Administrator (Database Administrator),,,500000.0,,LTI,Bangalore,
Database Administrator (Database Administrator),,,300000.0,,Datavail,Bangalore,
Database Administrator (Database Administrator),,,600000.0,,[24]7.ai,Bangalore,
Database Administrator (Database Administrator),,,400000.0,,NTT DATA,Bangalore,
Database Administrator (Database Administrator),,,744000.0,,Altisource,Bangalore,
Database Administrator (Database Administrator),,,804000.0,,Dell Technologies,Bangalore,
Database Administrator (Database Administrator),,,100000.0,,News Technology Services,Bangalore,
Database Administrator (Database Administrator),,,420000.0,,Mphasis,Bangalore,
Database Administrator (Dba),,,288000.0,,Tata Consultancy Services,Bangalore,
Senior Database Engineer,,,1600000.0,,Oracle,Bangalore,
Sql Server Database Administrator,,,400000.0,,Accenture Solutions,Bangalore,
Sql Server Database Administrator,,,500000.0,,DXC Technology,Bangalore,
Sql Server Database Administrator,,,400000.0,,Wipro Technologies,Bangalore,
Sql Server Database Administrator,,,240000.0,,Microland,Bangalore,
Sql Server Database Administrator,,,384000.0,,Mindtree,Bangalore,
Sql Server Database Administrator Contractor,,,540000.0,,Wipro,Bangalore,
Senior Database Developer,,,1200000.0,,FIS,Bangalore,
Senior Oracle Database Administrator,,,1100000.0,,IBM,Bangalore,
Senior Oracle Database Administrator,,,500000.0,,Cognizant Technology Solutions,Bangalore,
Senior Oracle Database Administrator,,,100000.0,,Sabre,Bangalore,
Senior Oracle Database Administrator,,,912000.0,,HCL Technologies,Bangalore,
Sql Database Administrator,,,900000.0,,Amelia,Bangalore,
Sql Database Administrator,,,300000.0,,Infosys,Bangalore,
Sql Database Administrator,,,300000.0,,NTT DATA,Bangalore,
Database Analyst,,,700000.0,,Wells Fargo,Bangalore,
Oracle Applications Database Administrator,,,800000.0,,IBM,Bangalore,
Oracle Applications Database Administrator,,,400000.0,,Wipro,Bangalore,
Oracle Applications Database Administrator,,,384000.0,,DXC Technology,Bangalore,
Oracle Applications Database Administrator,,,700000.0,,Tata Consultancy Services,Bangalore,
Senior Database Administrator (Database Administrator),,,900000.0,,Oracle,Bangalore,
Senior Oracle-Dba,,,2200000.0,,J.P. Morgan,Bangalore,
Senior Sql Server Database Administrator,,,1900000.0,,Accenture,Bangalore,
Lead Database Administrator,,,100000.0,,Sabre,Bangalore,
Lead Database Administrator,,,2300000.0,,Amelia,Bangalore,
Database Manager,,,500000.0,,Infosys,Bangalore,
Db2 Database Administrator,,,800000.0,,IBM India,Bangalore,
Db2 Database Administrator,,,700000.0,,Accenture,Bangalore,
Db2 Database Administrator,,,300000.0,,Capgemini,Bangalore,
Sql-Dba,,,500000.0,,IBM,Bangalore,
Sql-Dba,,,400000.0,,Tata Consultancy Services,Bangalore,
Database Architect,,,2900000.0,,Target,Bangalore,
Database Architect,,,1900000.0,,ClickSoftware,Bangalore,
Mysql Database Administrator,,,240000.0,,Infosys,Bangalore,
Teradata Database Administrator,,,400000.0,,CGI,Bangalore,
Ms Sql Database Administrator,,,200000.0,,IBM,Bangalore,
Ms Sql Database Administrator - Contractor,,,700000.0,,Tech Mahindra,Bangalore,
Applications Database Administrator,,,528000.0,,Wipro,Bangalore,
Senior Database Analyst,,,1200000.0,,Sabre,Bangalore,
Database Developer Ii,,,600000.0,,Epsilon,Bangalore,
Mssql Database Administrator,,,400000.0,,Wipro,Bangalore,
Mssql Database Administrator,,,600000.0,,HCL Technologies,Bangalore,
Sybase Database Administrator,,,1900000.0,,J.P. Morgan,Bangalore,
Lead Oracle Database Administrator,,,1400000.0,,IBM,Bangalore,
Associate Database Engineer,,,1400000.0,,AT&T,Bangalore,
Ms Sql Server Database Administrator,,,800000.0,,HCL Technologies,Bangalore,
Team Lead-Dba,,,1100000.0,,Tech Mahindra,Bangalore,
Database Administration,,,168000.0,,TCS,Bangalore,
Consultant Database Administrator,,,2700000.0,,Dell Technologies,Bangalore,
Senior Clinical Database Programmer,,,576000.0,,Quartesian,Bangalore,
Database Administrator,,,1900000.0,,Walmart,Bangalore,
Database Administrator,,,2000000.0,,Groupon,Bangalore,
Database Administrator,,,500000.0,,DONE by NONE,Bangalore,
Database Administrator,,,100000.0,,Ericsson-Worldwide,Bangalore,
Database Administrator,,,228000.0,,Tresilient,Bangalore,
Database Administrator,,,228000.0,,Sree Infotech,Bangalore,
Database Administrator,,,400000.0,,INFINIMINDS,Bangalore,
Database Administrator,,,400000.0,,gurusiddaiahshastry,Bangalore,
Database Administrator,,,432000.0,,Brillio,Bangalore,
Database Administrator,,,672000.0,,Datacore Technologies,Bangalore,
Database Administrator,,,1100000.0,,McAfee,Bangalore,
Database Administrator - Contractor,,,700000.0,,LTI,Bangalore,
Database Administrator - Contractor,,,1100000.0,,abcd,Bangalore,
Database Administrator,,,500000.0,,CMS IT services,Bangalore,
Database Administrator,,,168000.0,,Fresher Than Fresh,Bangalore,
Database Administrator,,,800000.0,,Jeeves ERP,Bangalore,
Database Administrator,,,500000.0,,Mindtree Recruitment,Bangalore,
Database Administrator - Contractor,,,500000.0,,IBM,Bangalore,
Database Administrator,,,180000.0,,Renault Nissan Technology & Business Centre,Bangalore,
Database Administrator,,,200000.0,,GeoPITS,Bangalore,
Database Administrator,,,468000.0,,TerraCIS Technologies,Bangalore,
Database Administrator,,,400000.0,,Eurofins Scientific,Bangalore,
Database Administrator,,,500000.0,,Mphasis,Bangalore,
Database Administrator,,,1000000.0,,emids,Bangalore,
Database Administrator,,,1900000.0,,Sabre,Bangalore,
Database Administrator,,,700000.0,,Hewlett Packard Enterprise | HPE,Bangalore,
Database Administrator,,,2000000.0,,Google,Bangalore,
Database Administrator,,,2000000.0,,LTI,Bangalore,
Database Administrator,,,400000.0,,MyDBOPS,Bangalore,
Database Administrator,,,1300000.0,,Yellow Umbrella Group,Bangalore,
Database Administrator,,,1200000.0,,ArisGlobal,Bangalore,
Database Administrator,,,100000.0,,Laneâs Landscape Supplies,Bangalore,
Database Administrator,,,200000.0,,Web24,Bangalore,
Database Administrator,,,288000.0,,J.P. Morgan,Bangalore,
Database Administrator,,,1100000.0,,Akamai,Bangalore,
Database Administrator,,,600000.0,,Magna Infotech,Bangalore,
Database Administrator,,,4000000.0,,Solera,Bangalore,
Database Administrator,,,1000000.0,,Kyndryl,Bangalore,
Database Administrator,,,200000.0,,Yes Bank,Bangalore,
Database Administrator,,,400000.0,,Amelia,Bangalore,
Database Administrator,,,700000.0,,Finastra,Bangalore,
Database Administrator,,,1800000.0,,Herman Miller,Bangalore,
Database Administrator,,,700000.0,,Nous Infosystems,Bangalore,
Database Administrator,,,1000000.0,,Mouser Electronics,Bangalore,
Database Administrator,,,1100000.0,,Bhilwara Infotech,Bangalore,
Database Administrator,,,180000.0,,SMITH,Bangalore,
Database Administrator,,,600000.0,,Accentue,Bangalore,
Database Administrator Contractor,,,211200.0,,Intuit,Bangalore,
Database Administrator,,,700000.0,,Honeywell,Bangalore,
Database Administrator,,,500000.0,,Hexaware Technologies,Bangalore,
Database Administrator - Contractor,,,200000.0,,"Government of India, Department of Space, Indian Space Research Organisation",Bangalore,
Database Administrator,,,372000.0,,DB&A,Bangalore,
Database Administrator,,,500000.0,,Unknown Planner,Bangalore,
Database Administrator,,,1400000.0,,NextGen Healthcare,Bangalore,
Database Administrator,,,876000.0,,TechCom Solutions,Bangalore,
Database Administrator,,,600000.0,,STERIS,Bangalore,
Database Administrator,,,1200000.0,,J.P. Morgan,Bangalore,
Database Administrator,,,500000.0,,Dell Technologies,Bangalore,
Database Administrator,,,900000.0,,VMware,Bangalore,
Database Administrator,,,300000.0,,Varsha Associates,Bangalore,
Database Administrator,,,744000.0,,Texas Instruments,Bangalore,
Database Administrator,,,1176000.0,,Ellucian,Bangalore,
Database Administrator,,,1000000.0,,Altisource,Bangalore,
Database Administrator,,,900000.0,,Torry Harris,Bangalore,
Database Administrator,,,1700000.0,,Mobileum,Bangalore,
Database Administrator,,,1200000.0,,Atlas Systems,Bangalore,
Database Administrator,,,500000.0,,Virima Technologies,Bangalore,
Database Administrator,,,1000000.0,,Rakuten,Bangalore,
Database Administrator,,,600000.0,,Trans Neuron Technologies,Bangalore,
Database Administrator,,,600000.0,,Novigo Solutions,Bangalore,
Database Administrator,,,1800000.0,,Hewlett-Packard,Bangalore,
Database Administrator,,,500000.0,,White Horse Manpower,Bangalore,
Database Administrator,,,1092000.0,,Philips,Bangalore,
Database Administrator,,,456000.0,,Narayana Junior College,Bangalore,
Database Administrator,,,2000000.0,,Wipro Technologies,Bangalore,
Database Administrator,,,900000.0,,MoEngage,Bangalore,
Database Administrator,,,1000000.0,,Bristlecone,Bangalore,
Database Administrator,,,900000.0,,Quantta Analytics,Bangalore,
Database Administrator,,,156000.0,,Idea infinity IT Solutions,Bangalore,
Database Administrator,,,1300000.0,,Boeing,Bangalore,
Database Administrator,,,312000.0,,OnPassive,Bangalore,
Database Administrator,,,1200000.0,,Happiest Minds Technologies,Bangalore,
Database Administrator - Contractor,,,600000.0,,Sungard Availability Services,Bangalore,
Database Administrator,,,800000.0,,DynPro,Bangalore,
Database Administrator,,,1200000.0,,Wibmo,Bangalore,
Database Administrator,,,1100000.0,,Newfold Digital,Bangalore,
Database Administrator,,,500000.0,,Consilio,Bangalore,
Database Administrator,,,1000000.0,,Creative Thermal Solutions,Bangalore,
Database Administrator,,,1600000.0,,Nutanix,Bangalore,
Database Administrator,,,2200000.0,,Manufacturing Support Industries,Bangalore,
Database Administrator,,,3100000.0,,GE,Bangalore,
Database Administrator,,,1400000.0,,Alvaria,Bangalore,
Database Administrator,,,456000.0,,Capgemini Engineering,Bangalore,
Database Administrator,,,1000000.0,,Diverse Lynx,Bangalore,
Database Administrator,,,700000.0,,Amazon,Bangalore,
Database Administrator,,,700000.0,,Getronics,Bangalore,
Database Administrator,,,1600000.0,,Lumen,Bangalore,
Database Administrator,,,324000.0,,Christ Academy ICSE School,Bangalore,
Database Administrator,,,300000.0,,Talent Zone Consultants,Bangalore,
Database Administrator,,,1000000.0,,Manthan,Bangalore,
Database Administrator,,,700000.0,,Virtusa,Bangalore,
Database Administrator,,,300000.0,,Logus,Bangalore,
Database Administrator,,,1600000.0,,Juniper Networks,Bangalore,
Database Administrator,,,700000.0,,Rohini Industrial Electricals,Bangalore,
Database Administrator,,,400000.0,,InKnowTech,Bangalore,
Database Administrator,,,756000.0,,Pramati Technologies,Bangalore,
Database Administrator - Intern,,,204000.0,,Singularium Technologies,Bangalore,
Database Administrator,,,444000.0,,CTS,Bangalore,
Database Administrator,,,1000000.0,,2COMS,Bangalore,
Database Administrator,,,300000.0,,OS HRS,Bangalore,
Database Administrator,,,1200000.0,,IIW Hosting,Bangalore,
Database Administrator,,,228000.0,,DeepLogicTech,Bangalore,
Database Administrator,,,900000.0,,Manhattan Associates,Bangalore,
Database Administrator,,,500000.0,,SISL Infotech,Bangalore,
Database Administrator,,,200000.0,,EPICMINDS Information Technology,Bangalore,
Database Administrator Contractor,,,300000.0,,"District Hospital, Vijayapura",Bangalore,
Database Administrator,,,700000.0,,Genius Consultants,Bangalore,
Database Administrator,,,348000.0,,Torry Harris Integration Solutions,Bangalore,
Database Administrator,,,800000.0,,NetConnectGlobal,Bangalore,
Database Administrator,,,900000.0,,Excelgens,Bangalore,
Database Administrator - Intern,,,200000.0,,DISH,Bangalore,
Database Administrator,,,1100000.0,,CSG,Bangalore,
Database Administrator,,,2000000.0,,First Advantage,Bangalore,
Database Administrator,,,2400000.0,,ANZ,Bangalore,
Database Administrator,,,336000.0,,Orthos Technologies,Bangalore,
Database Administrator,,,1000000.0,,Thomson Reuters,Bangalore,
Database Administrator,,,144000.0,,JLL,Bangalore,
Database Administrator,,,900000.0,,Ahana Systems & Solutions,Bangalore,
Database Administrator,,,600000.0,,DODO,Bangalore,
Database Administrator,,,400000.0,,Tata Consultancy Services,Bangalore,
Database Administrator,,,500000.0,,Tavant,Bangalore,
Database Administrator,,,168000.0,,Vhire4u,Bangalore,
Database Administrator,,,500000.0,,Lancet Software India,Bangalore,
Database Administrator,,,300000.0,,Jain University,Bangalore,
Database Administrator,,,600000.0,,Prakyath Applications,Bangalore,
Database Administrator,,,300000.0,,IQVIA,Bangalore,
Database Developer,,,100000.0,,IQVIA,Bangalore,
Database Developer,,,1200000.0,,VMware,Bangalore,
Database Developer,,,408000.0,,Cogzy Technologies,Bangalore,
Database Developer,,,600000.0,,INSZoom.com,Bangalore,
Database Developer,,,600000.0,,Nexvisionix,Bangalore,
Database Developer,,,1500000.0,,Wissen Infotech,Bangalore,
Database Developer,,,1600000.0,,IBM,Bangalore,
Database Developer,,,300000.0,,Future Focus Infotech,Bangalore,
Database Developer,,,500000.0,,JustDial,Bangalore,
Database Developer,,,1100000.0,,The Data Team,Bangalore,
Database Developer,,,100000.0,,Sasa,Bangalore,
Database Developer,,,684000.0,,Enzen,Bangalore,
Database Developer,,,600000.0,,Cognizant Technology Solutions,Bangalore,
Database Developer,,,1300000.0,,Oracle,Bangalore,
Database Developer,,,1300000.0,,Symphony RetailAI,Bangalore,
Database Developer,,,1000000.0,,Accenture,Bangalore,
Database Developer - Contractor,,,500000.0,,AROHA TECHNOLOGIES,Bangalore,
Database Developer,,,900000.0,,Genpact,Bangalore,
Database Developer,,,1000000.0,,Optym,Bangalore,
Database Developer,,,700000.0,,NexGen Technologies,Bangalore,
Database Developer,,,500000.0,,INFO GRID,Bangalore,
Database Developer,,,400000.0,,Minance,Bangalore,
Database Developer,,,400000.0,,DBDS,Bangalore,
Database Developer,,,2300000.0,,Mavin Infotech,Bangalore,
Database Developer,,,600000.0,,QuintilesIMS,Bangalore,
Database Developer,,,600000.0,,Karix Mobile,Bangalore,
Database Developer,,,420000.0,,IDC Technologies,Bangalore,
Database Developer,,,500000.0,,Bluefield Technologies,Bangalore,
Database Developer - Contractor,,,400000.0,,Exilant Technologies,Bangalore,
Database Developer,,,400000.0,,Capgemini,Bangalore,
Database Developer,,,400000.0,,Mphasis,Bangalore,
Database Developer,,,468000.0,,HCL Technologies,Bangalore,
Database Developer,,,1400000.0,,Tech Mahindra,Bangalore,
Database Developer,,,400000.0,,Wipro,Bangalore,
Database Developer,,,500000.0,,Anthology Inc.,Bangalore,
Database Developer,,,600000.0,,Integra Micro Systems,Bangalore,
Database Developer,,,768000.0,,PositiveEdge Solutions,Bangalore,
Senior Database Administrator,,,2800000.0,,Arrow Electronics,Bangalore,
Senior Database Administrator,,,500000.0,,Novateur Technologies,Bangalore,
Senior Database Administrator,,,1164000.0,,IQVIA,Bangalore,
Senior Database Administrator,,,1800000.0,,Netcracker Technology,Bangalore,
Senior Database Administrator,,,2300000.0,,VMware,Bangalore,
Senior Database Administrator,,,1600000.0,,AOL,Bangalore,
Senior Database Administrator,,,800000.0,,QwikCilver Solutions,Bangalore,
Senior Database Administrator,,,800000.0,,HCL Infosystems,Bangalore,
Senior Database Administrator,,,1300000.0,,ASM Technologies,Bangalore,
Senior Database Administrator,,,1000000.0,,Pegasystems,Bangalore,
Senior Database Administrator,,,1000000.0,,Luxoft,Bangalore,
Senior Database Administrator,,,1000000.0,,BrandMuscle,Bangalore,
Senior Database Administrator,,,1200000.0,,Hewlett-Packard,Bangalore,
Senior Database Administrator,,,700000.0,,Share Our Strength,Bangalore,
Senior Database Administrator,,,1000000.0,,Dabba,Bangalore,
Senior Database Administrator,,,1000000.0,,Omega Healthcare,Bangalore,
Senior Database Administrator,,,168000.0,,Aara Tech,Bangalore,
Senior Database Administrator,,,1200000.0,,Infotech Global,Bangalore,
Senior Database Administrator,,,200000.0,,Zensar Technologies,Bangalore,
Senior Database Administrator,,,900000.0,,Altisource,Bangalore,
Senior Database Administrator,,,2300000.0,,Citrix,Bangalore,
Senior Database Administrator,,,1100000.0,,Kingfisher,Bangalore,
Senior Database Administrator,,,420000.0,,Nuance,Bangalore,
Senior Database Administrator,,,1400000.0,,Sungard Technology Services,Bangalore,
